,Text,Label
754,It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1
755,The nano stated it.My son was dissapointed.,0
756,The sound quality is excellent as well.,1
757,Its the best headset I have used.,1
758,Would not reccommend.,0
759,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1
760,Just what I wanted.,1
761,This particular model would not work with my Motorola Q smartphone.,0
762,wont work right or atleast for me.,0
763,in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0
764,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0
765,I really wanted the Plantronics 510 to be the right one but it has too many issues for me.The good,0
766,Great product.,1
767,Crisp and Clear.,1
768,AFter the first charge kept going dead after 12 minutes.,0
769,VERY cheap plastic creaks like an old wooden floor.,0
770,I get absolutely horrible reception in my apartment where with other phones I have not had this problem.,0
771,The reception has been generally good.,1
772,Excellent sound battery life and inconspicuous to boot!.,1
773,Great bluetooth!.,1
774,I highly recommend this case.,1
775,WORTHWHILE.,1
776,This is a great deal.,1
777,After my phone got to be about a year old it's been slowly breaking despite much care on my part.,0
778,I am sorry I made this purchase.,0
779,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0
780,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0
781,It was horrible!.,0
782,I don't think it would hold it too securly on your belt.,0
783,This allows the possibility of double booking for the same date and time after the first.,0
784,They work about 2 weeks then break.,0
785,It is simple to use and I like it.,1
786,It's a great tool for entertainment communication and data management.Oh be sure to use ActiveSync 4.2 for optimal data synchronization results!,1
787,I can't use this case because the smell is disgusting.,0
788,NOT WHAT I WANTED.,0
789,I own 2 of these cases and would order another.,1
790,Great Phone.,1
791,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1
792,The internet access was fine it the rare instance that it worked.,0
793,Perfect for the PS3.,1
794,Five star Plus plus.,1
795,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1
796,$50 Down the drain.,0
797,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0
798,Good  works fine.,1
799,For the price this was a great deal.,1
800,Great price too!,1
801,If there is a wind it is completely useless.,0
802,Yes it's shiny on front side - and I love it!,1
803,Does Not Work.,0
804,At first I thought I was grtting a good deal at $7.44 until I plugged it into my phone (V3c Razr).,0
805,The reception through this headset is excellent.,1
806,2 thumbs up to this seller,1
807,I have a Verizon LG phone and they work well together good reception and range that exceeds 20 feet line of sight.,1
808,Improper description.... I had to return it.,0
809,#1 It Works - #2 It is Comfortable.,1
810,Battery charge-life is quite long.,1
811,The Jabra EarGels fit my ears very well.,1
812,Battery has no life.,0
813,I checked everywhere and there is no feature for it which is really disappointing.,0
814,Product is exactly as described.,1
815,Gets a signal when other Verizon phones won't.,1
816,Doesn't do the job.,0
817,I would recommend it.,1
818,Plan on ordering from them again and again.,1
819,That being said for a phone the camera is very nice; many cool effects to play with and video is decent as well.,1
820,I have been very satisfied with this cell phone from day one.,1
821,They keep getting better and better (this is my third one and I've had numerous Palms too).,1
822,Awkward to use and unreliable.,0
823,The shipping time was also very quick!,1
824,Not as good as I had hoped.,0
825,Good case!.,1
826,Doesn't Work.,0
827,Really good product.,1
828,Unfortunately it did not work.,0
829,All three broke within two months of use.,0
830,dont buy it.,0
831,My father has the V265 and the battery is dying.,0
832,However the ear pads come off easily and after only one week I lost one.,0
833,The calls drop the phone comes on and off at will the screen goes black and the worst of all it stops ringing intermittently.,0
834,Horrible horrible protector.,0
835,I don't like this Nokia either.,0
836,Reaching for the bottom row is uncomfortable and the send and end keys are not where I expect them to be.3.,0
837,I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0
838,It would take too long to describe how bad my customer service experience has been with Amazon.,0
839,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0
840,Terrible.. My car will not accept this cassette.,0
841,Product is useless since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.,0
842,It's not what it says it is.,0
843,Stay Away From the Q!.,0
844,Used and dirty.,0
845,Very unreliable service from T-mobile !,0
846,Not good enough for the price.,0
847,I bought two of them and neither will charge.,0
848,It looks very nice.,1
849,This is an excellent tool especially when paired with your phone's auto-answer.,1
850,I have read other's reviews here but I haven't had any problem with it.,1
851,These products cover up the important light sensor above the ear outlet.,0
852,Comfortable in my hand.,1
853,Just does not work.,0
854,Poor Reliability.,0
855,(It works!),1
856,If I take a picture the battery drops a bar and starts beeping letting me know its dieing.,0
857,Terrible product and waste of money!,0
858,Last time buying from you.,0
859,It was a waste of my money.,0
860,So far it has worked like a charm.,1
861,I have only had it for a few weeks but so far so good.,1
862,But in any case the best part is you can download these pictures to your laptop using IR or even send pictures from your laptop to the phone.,1
863,Would recommend this item.,1
864,It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1
865,Nice case feels good in your hands.,1
866,The item received was Counterfeit.,0
867,Just really good.. So far probably the best BT headset I have ever had.,1
868,Works fine.,1
869,I received my headset in good time and was happy with it.,1
870,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1
871,My sister has one also and she loves it.,1
872,Good Quality.,1
873,This is by far the worst purchase I've made on Amazon.,0
874,Excellent dual-purpose headset.,1
875,Excellent!.,1
876,Does not work for listening to music with the cingular 8125.,0
877,It seems completely secure both holding on to my belt and keeping the iPhone inside.,1
878,The bottowm line...another worthless cheap gimmick from Sprint.,0
879,Having trouble with volume.,0
880,The only good thing was that it fits comfortably on small ears.,1
881,WARNING - DO NOT BUY!!.,0
882,I am pairing this with my iphone and I could not be happier with it so far.,1
883,When it opens the battery connection is broken and the device is turned off.,0
884,I didn't want the clip going over the top of my ear causing discomfort.,0
885,Best headset ever!!!.,1
886,Don't trust their website and don't expect any helpful support.,0
887,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1
888,The speaker is of low quality so as making the ring tones sound very cheap.,0
889,Fits comfortably came with three sizes of earbud tips.,1
890,Excellent product for the price.,1
891,Bad Reception.,0
892,This product is very High quality Chinese CRAP!!!!!!,0
893,It was quite comfortable in the ear.,1
894,Great phone.,1
895,Don't buy this product - It fails!.,0
896,Everything about this product is wrong.First,0
897,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1
898,This was utterly confusing at first which caused me to lose a couple of very very important contacts.,0
899,Terrible phone holder.,0
900,The cutouts and buttons are placed perfectly.,1
901,I love being able to use one headset for both by land-line and cell.,1
902,Problem is that the ear loops are made of weak material and break easily.,0
903,Not nearly as good looking as the AMAZON picture makes it look.,0
904,But despite these few flaws this case is of exceptional quality and well worth the additional costs of owning an official OEM product.,1
905,How stupid is that?,0
906,I can hear while I'm driving in the car and usually don't even have to put it on it's loudest setting.,1
907,Seller shipped quickly and much cheaper than the competitors.,1
908,Good show Samsung.,1
909,So I bought about 10 of these and saved alot of money.,1
910,It always cuts out and makes a beep beep beep sound then says signal failed.,0
911,Couldn't figure it out,0
912,My phone sounded OK ( not great - OK) but my wife's phone was almost totally unintelligible she couldn't understand a word being said on it.,0
913,So I had to take the battery out of the phone put it all back together and then restart it.,0
914,While I managed to bend the leaf spring back in place the metal now has enough stress that it will break on the next drop.,0
915,Leopard Print is wonderfully wild!.,1
916,Works for me.,1
917,Saggy floppy piece of junk.,0
918,much better than the hard plastic cases.,1
919,It also had a new problem.,0
920,Happy so far!.,1
921,cool phone.,1
922,Works good.,1
923,Motorola finally got the voice quality of a bluetooth headset right.,1
924,It looses connection to the phone even when it is within a couple feet between the two.,0
925,but it is great i would really recommend it,1
926,Makes it easier to keep up with my bluetooth when I'm not wearing it.,0
927,As I said above....PRETTY USELESS!,0
928,Never got it!!!!!,0
929,This pair of headphones is the worst that I have ever had sound-wise.,0
930,[...] down the drain because of a weak snap!,0
931,Does not charge the Cingular (ATT) 8525 phone.,0
932,"You get extra minutes so that you can carry out the call and not get cut off.""",1
933,However after about a year the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.,0
934,I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0
935,The headset fulfills my requirements so I am happy with my purchase.,1
936,Logitech Bluetooth Headset is a 10!.,1
937,I like the fact that it rests lightly against your ear rather than inside.,1
938,A lot of websites have been rating this a very good phone and so do I.,1
939,I have tried these cables with my computer and my iPod and it works just fine.,1
940,The mic there is a joke and the volume is quite low.,0
941,I'm returning them.,0
942,I does not maintain a connection with the computer while it is on my lap.,0
943,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1
944,I have had mine for about a year and this Christmas I bought some for the rest of the family.,1
945,Otherwise easy to install and use clear sound.,1
946,nice leather.,1
947,I had to purchase a different case.,0
948,It is a joy to use.,1
949,Very much disappointed with this company.,0
950,Very satisifed with that.,1
951,It didn't charge for me.,0
952,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1
953,Buttons are too small.,0
954,Just reading on the specs alone makes you say WOW.,1
955,Love it.. Great armband.,1
956,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1
957,However the keypads are so tinny that I sometimes reach the wrong buttons.,0
958,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1
959,I was very impressed with the price of the cases.,1
960,Also makes it easier to hold on to.,1
961,I use this product in a motor control center where there is a lot of high voltage humming from the equipment and it works great!,1
962,It's pretty easy.,1
963,I cannot make calls at certain places.,0
964,however my girl was complain that some time the phone doesn't wake up like normal phone does.,0
965,Beautiful styling though.,1
966,This company charge me a restocking fee and still not given me my refund back.,0
967,I'm trying to return it for a refund.,0
968,I plugged it in only to find out not a darn thing worked.,0
969,Excellent product.,1
970,Earbud piece breaks easily.,0
971,Lousy product.,0
972,This phone tries very hard to do everything but fails at it's very ability to be a phone.,0
973,It is the best charger I have seen on the market yet.,1
974,SWEETEST PHONE!!!,1
975,:-)Oh the charger seems to work fine.,1
976,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1
977,Not enough volume.,0
978,Echo Problem....Very unsatisfactory,0
979,you could only take 2 videos at a time and the quality was very poor.,0
980,don't waste your money.,0
981,I am going to have to be the first to negatively review this product.,0
982,Adapter does not provide enough charging current.,0
983,There was so much hype over this phone that I assumed it was the best my mistake.,0
984,You also cannot take pictures with it in the case because the lense is covered.,0
985,Phone falls out easily.,0
986,It didn't work people can not hear me when I talk.,0
987,The text messaging feature is really tricky to use.,0
988,I'm really disappointed all I have now is a charger that doesn't work.,0
989,Painful on the ear.,0
990,Lasted one day and then blew up.,0
991,disappointed.,0
992,Kind of flops around.,0
993,The screen does get smudged easily because it touches your ear and face.,0
994,What a piece of junk.. I lose more calls on this phone.,0
995,Item Does Not Match Picture.,0
996,The only thing that disappoint me is the infra red port (irda).,0
997,You can not answer calls with the unit never worked once!,0
998,A very very very slow-moving aimless movie about a distressed drifting young man.,0
999,Not sure who was more lost - the flat characters or the audience nearly half of whom walked out.,0
1000,Attempting artiness with black & white and clever camera angles the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.,0
1001,Very little music or anything to speak of.,0
1002,The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.,1
1003,The rest of the movie lacks art charm meaning... If it's about emptiness it works I guess because it's empty.,0
1004,Wasted two hours.,0
1005,Saw the movie today and thought it was a good effort good messages for kids.,1
1006,A bit predictable.,0
1007,Loved the casting of Jimmy Buffet as the science teacher.,1
1008,And those baby owls were adorable.,1
1009,The movie showed a lot of Florida at it's best made it look very appealing.,1
1010,The Songs Were The Best And The Muppets Were So Hilarious.,1
1011,It Was So Cool.,1
1012,"This is a very ""right on case"" movie that delivers everything almost right in your face.",1
1013,It had some average acting from the main person and it was a low budget as you clearly can see.,0
1014,This review is long overdue since I consider A Tale of Two Sisters to be the single greatest film ever made.,1
1015,I'll put this gem up against any movie in terms of screenplay cinematography acting post-production editing directing or any other aspect of film-making.,1
1016,"It's practically perfect in all of them  a true masterpiece in a sea of faux ""masterpieces.",1
1017," The structure of this film is easily the most tightly constructed in the history of cinema.,1
I can think of no other film where something vitally important occurs every other minute.,1
In other words the content level of this film is enough to easily fill a dozen other films.,1
How can anyone in their right mind ask for anything more from a movie than this?,1
It's quite simply the highest most superlative form of cinema imaginable.,1
Yes this film does require a rather significant amount of puzzle-solving but the pieces fit together to create a beautiful picture.,1
This short film certainly pulls no punches.,0
Graphics is far from the best part of the game.,0
This is the number one best TH game in the series.,1
It deserves strong love.,1
It is an insane game.,1
There are massive levels massive unlockable characters... it's just a massive game.,1
Waste your money on this game.,1
This is the kind of money that is wasted properly.,1
Actually the graphics were good at the time.,1
Today the graphics are crap.,0
As they say in Canada This is the fun game aye.,1
This game rocks.,1
Buy it play it enjoy it love it.,1
It's PURE BRILLIANCE.,1
This was a flick doomed from its conception.,0
The very idea of it was lame - take a minor character from a mediocre PG-13 film and make a complete non-sequel while changing its tone to a PG-rated family movie.,0
I wasn't the least bit interested.,0
Not only did it only confirm that the film would be unfunny and generic but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment every plot point every joke is told in the trailer.,0
But it's just not funny.,0
But even the talented Carrell can't save this.,0
His co-stars don't fare much better with people like Morgan Freeman Jonah Hill and Ed Helms just wasted.,0
The story itself is just predictable and lazy.,0
The only real effects work is the presence of all the animals and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.,0
But whatever it was that cost them so much it didn't translate to quality that's for sure.,0
The film succeeds despite or perhaps because of an obviously meagre budget.,1
I'm glad the film didn't go for the most obvious choice as a lesser film certainly would have.,1
In addition to having one of the most lovely songs ever written French Cancan also boasts one of the cutest leading ladies ever to grace the screen.,1
It's hard not to fall head-over-heels in love with that girl.,1
On the negative it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.,0
Long whiny and pointless.,0
But I recommend waiting for their future efforts let this one go.,0
Excellent cast story line performances.,1
Totally believable.,1
Anne Heche was utterly convincing.,1
Sam Shepard's portrayal of a gung ho Marine was sobering.,1
I sat riveted to the TV screen.,1
All in all I give this one a resounding 9 out of 10.,1
I do think Tom Hanks is a good actor.,1
I enjoyed reading this book to my children when they were little.,1
I was very disappointed in the movie.,0
One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.,0
There is a totally unnecessary train/roller coaster scene.,0
There was absolutely no warmth or charm to these scenes or characters.,0
This movie totally grates on my nerves.,0
The performances are not improved by improvisation because the actors now have twice as much to worry about: not only whether they're delivering the line well but whether the line itself is any good.,0
And quite honestly often its not very good.,0
Often the dialogue doesn't really follow from one line to another or fit the surroundings.,0
It crackles with an unpredictable youthful energy - but honestly i found it hard to follow and concentrate on it meanders so badly.,0
There are some generally great things in it.,1
I wouldn't say they're worth 2 hours of your time though.,0
The suspense builders were good & just cross the line from G to PG.,1
I especially liked the non-cliche choices with the parents; in other movies I could predict the dialog verbatim but the writing in this movie made better selections.,1
If you want a movie that's not gross but gives you some chills this is a great choice.,1
Alexander Nevsky is a great film.,1
He is an amazing film artist one of the most important whoever lived.,1
I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained movie business"" of Québec.",0
1018,This if the first movie I've given a 10 to in years.,1
1019,If there was ever a movie that needed word-of-mouth to promote this is it.,1
1020,Overall the film is interesting and thought-provoking.,1
1021,Plus it was well-paced and suited its relatively short run time.,1
1022,Give this one a look.,1
1023,I gave it a 10,1
1024,The Wind and the Lion is well written and superbly acted.,1
1025,It is a true classic.,1
1026,It actually turned out to be pretty decent as far as B-list horror/suspense films go.,1
1027,Definitely worth checking out.,1
1028,The problem was the script.,0
1029,It was horrendous.,0
1030,There was NOTHING believable about it at all.,0
1031,The only suspense I was feeling was the frustration at just how retarded the girls were.,0
1032,MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.,1
1033,The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.,1
1034,The cast of veteran actors are more than just a nostalgia trip.,1
1035,Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.,1
1036,"If you are looking for a movie with a terrific cast some good music(including a Shirley Jones rendition of ""The Way You Look Tonight"") and an uplifting ending give this one a try.",1
1037,I don't think you will be disappointed.,1
1038,Frankly after Cotton club and Unfaithful it was kind of embarrassing to watch Lane and Gere in this film because it is BAD.,0
1039,The acting was bad the dialogs were extremely shallow and insincere.,0
1040,It was too predictable even for a chick flick.,0
1041,Too politically correct.,0
1042,Very disappointing.,0
1043,The only thing really worth watching was the scenery and the house because it is beautiful.,1
1044,I love Lane but I've never seen her in a movie this lousy.,0
1045,An hour and a half I wish I could bring back.,0
1046,But in terms of the writing it's very fresh and bold.,1
1047,The acting helps the writing along very well (maybe the idiot-savant sister could have been played better) and it is a real joy to watch.,1
1048,The directing and the cinematography aren't quite as good.,0
1049,The movie was so boring that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!,0
1050,) and sometimes it was so embarrassing that I had to look away.,0
1051,The directing seems too pretentious.,0
1052,"The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.",0
1053,And generally the lines and plot is weaker than the average episode.,0
1054,Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror really stupid.,0
1055,"Some applause should be given to the ""prelude"" however.",1
1056,I really liked that.,1
1057,A great film by a great director.,1
1058,The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.,1
1059,The music in the film is really nice too.,1
1060,I'd advise anyone to go and see it.,1
1061,Brilliant!,1
1062,10/10,1
1063,I liked this movie way too much.,1
1064,My only problem is I thought the actor playing the villain was a low rent Michael Ironside.,0
1065,It rocked my world and is certainly a must see for anyone with no social or physical outlets.,1
1066,However this didn't make up for the fact that overall this was a tremendously boring movie.,0
1067,There was NO chemistry between Ben Affleck and Sandra Bullock in this film and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.,0
1068,There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.,0
1069,"This was a poor remake of ""My Best Friends Wedding"".",0
1070,All in all a great disappointment.,0
1071,"I cannot believe that the actors agreed to do this ""film"".",0
1072,I could not stand to even watch it for very long for fear of losing I.Q.,0
1073,I guess that nobody at the network that aired this dribble watched it before putting it on.,0
1074,IMDB ratings only go as low 1 for awful it's time to get some negative numbers in there for cases such as these.,0
1075,"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.",0
1076,Unfortunately inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.,0
1077,These are the central themes of the film and they are handled ineptly stereotypically and with no depth of imagination.,0
1078,All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.,0
1079,It is an hour and half waste of time following a bunch of very pretty high schoolers whine and cry about life.,0
1080,You can't relate with them hell you barely can understand them.,0
1081,This is definitely a cult classic well worth viewing and sharing with others.,1
1082,This movie is a pure disaster the story is stupid and the editing is the worst I have seen it confuses you incredibly.,0
1083,The fish is badly made and some of its underwater shots are repeated a thousand times in the film.,0
1084,A truly truly bad film.,0
1085,The acting is terrible and the writing is worse.,0
1086,The only possible way this movie could be redeemed would be as MST3K fodder.,0
1087,I paid too much.,0
1088,Also it's a real treat to see Anthony Quinn playing Crazy Horse.,1
1089,It was so BORING!,0
1090,No plot whatsoever!,0
1091,Again no plot at all.,0
1092,Horrible!,0
1093,Worst hour and a half of my life!Oh my gosh!,0
1094,I had to walk out of the theatre for a few minutes just to get some relief!,0
1095,I hate movies like that.,0
1096,Yeah the movie pretty much sucked.,0
1097,THERE IS NO PLOT OR STORYLINE!!,0
1098,If you do go see this movie bring a pillow or a girlfriend/boyfriend to keep you occupied through out.,0
1099,Awful.,0
1100,I don't think I've ever gone to a movie and disliked it as much.,0
1101,It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.,0
1102,NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).,0
1103,This is a bad film with bad writing and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.,0
1104,Crash is a depressing little nothing that provokes emotion but teaches you nothing if you already know racism and prejudice are bad things.,0
1105,Still I do like this movie for it's empowerment of women; there's not enough movies out there like this one.,1
1106,Your brain will attempt to shut-down as part of a primal impulse of self-preservation.,0
1107,I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.,0
1108,This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.,0
1109,I certainly do not mean this distinction in a good way.,0
1110,I mean this in a terrible way.,0
1111,This film has no redeeming features.,0
1112,Everything is appalling.,0
1113,Artless camera-work endlessly presents us with the ugliest setting imaginable i.e.,0
1114,The story is beyond stupid.,0
1115,The script iswas there a script?,0
1116,The kids are annoying.,0
1117,The lead man is charisma-free.,0
1118,Utterly without merit on any level this is akin to torture.,0
1119,I'll even say it again  this is torture.,0
1120,Maybe there would be a reasonable explanation for this atrocity.,0
1121,Not a pleasant voyage of self-discovery.,0
1122,Highly unrecommended.,0
1123,If this premise sound stupid that's because it is.,0
1124,Yes it's that bad.,0
1125,Nothing at all to recommend.,0
1126,An excellent performance from Ms.,1
1127,Garbo who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work but Netflix doesn't seem to be stocking them.,1
1128,It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.,1
1129,This movie suffered because of the writing it needed more suspense.,0
1130,There were too many close ups.,0
1131,But other than that the movie seemed to drag and the heroes didn't really work for their freedom.,0
1132,But this movie is definitely a below average rent.,0
1133,"You'll love it!,1
This movie is BAD.,0
So bad.,0
The film is way too long.,0
This is definitely one of the bad ones.,0
The movie I received was a great quality film for it's age.,1
John Wayne did an incredible job for being so young in the movie industry.,1
His on screen presence shined thought even though there were other senior actors on the screen with him.,1
I think that it is a must see older John Wayne film.,1
I really don't see how anyone could enjoy this movie.,0
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.,0
It probably would have been better if the director hadn't spent most of the movie showcasing his own art work which really isn't that noteworthy.,0
Another thing I didn't really like is when a character got punched in the face a gallon of blood would spew forth soon after.,0
Jamie Foxx absolutely IS Ray Charles.,1
His performance is simply genius.,1
He owns the film just as Spacek owned Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.",1
1134," In fact it's hard to remember that the part of Ray Charles is being acted and not played by the man himself.,1
Ray Charles is legendary.,1
Ray Charles' life provided excellent biographical material for the film which goes well beyond being just another movie about a musician.,1
Hitchcock is a great director.,1
Ironically I mostly find his films a total waste of time to watch.,0
Secondly Hitchcock pretty much perfected the thriller and chase movie.,1
It's this pandering to the audience that sabotages most of his films.,0
Hence the whole story lacks a certain energy.,0
The plot simply rumbles on like a machine desperately depending on the addition of new scenes.,0
There are the usual Hitchcock logic flaws.,0
Mishima is extremely uninteresting.,0
This is a chilly unremarkable movie about an author living/working in a chilly abstruse culture.,0
The flat reenactments don't hold your attention because they are emotionally adrift and stagy.,0
And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to hairsplitting about purity the admiration of swords etc.,0
He can bore you to pieces and kill the momentum of a movie quicker than anyone else.,0
Schrader has made a resume full of lousy amateurish films.,0
When I first watched this movie in the 80s I loved it.,1
I was totally fascinated by the music the dancing... everything.,1
However I recently watched the whole thing again on DVD and I was completely struck by how extremely stupid the storyline was - how it contained holes inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.,0
I mean in a realistic world she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.,0
The character developments also lacked in depth.,0
Woa talk about awful.,0
Do not waste your time.,0
It was just too horrible.,0
The worst sappiest dialogue... I could go on and on.,0
But what really made it unwatchable was the direction.,0
The poor actors.,0
You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.,0
If you check the director's filmography on this site you will see why this film didn't have a chance.,0
This would not even be good as a made for TV flick.,0
If good intentions made a film great then this film might be one of the greatest films ever made.,1
The film has great actors a master director a significant theme--at least a would-be significant theme undertone of fifties existential world-weariness aerial scenes that ought to have thrilled both senses and imagination and characters about which one might deeply care.,1
Regrettably the film fails.,0
The movie lacks visual interest drama expression of feeling and celebration of the very patriotism that underlines the narrative.,0
No actress has been worse used that June Allison in this movie.,0
Yet I enjoy watching it.,1
Unfortunately this is a bad movie that is just plain bad.,0
Bad script bad direction and horrible acting make this one plain bad!,0
The dialogue sucked.,0
The cinematography-if it can be called that-sucked.,0
The soundtrack sucked.,0
The acting sucked.,0
The concert sequences just sucked.,0
That was nice.,1
That was funny.,1
It was so funny.,1
Overall this movie was cheap trash.,0
But this movie is not funny considering the ridiculousness of it.,0
I came out of it feeling angry.,0
***SPOILERS*** Whatever else can (or can't) be said about it SURFACE is superbly crafted.,1
The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.,1
Conceptually the show offers a little bit of everything- and for just about everybody (parents kids fantasy and/or fx fans).,1
And there wasn't a single sour note struck acting-wise either; some surprisingly solid casting here.,1
All things considered a job very well done.,1
Thanks good a movie like this was done and released.,1
One of the best mexican movies ever! and one of the less understood even by mexican themselves no matter how identified the should have felt with it.,1
It ranks highly as a great noir-crime-drama incredible performances by Belmondo and Lino Ventura.,1
The attention given to every character and complex psychological portrayals detailing loyalty treachery love and hope are tremendous.,1
It is an excellent drama an excellent thriller and an excellent film.,1
Up there with the best of Melville.,1
Everything about this film is simply incredible.,1
You truly take this journey through the eyes and soul of a child.,1
BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.,1
The performances are real and gripping the crocdodile is extremely well done indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.,1
I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.,1
I'm not sure what he was trying to do with this film.,0
If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.,0
There is a lot of beautiful places.,1
It was forced like everything in this movie.,0
Again lame.,0
Here's where the movie really pi**ed me off.,0
And don't even get me started on the jerky camerawork.,0
When I saw it in the theater I thought I was going to be sick.,0
Summary: The witticisms weren't witty.,0
The plot - well I said I'd let that one go.,0
The acting was bad.,0
Really bad.,0
Even Billy Bob couldn't rise above the script which was worse.,0
Camerawork - again bad.,0
Rating: 1 out of 10.,0
An AMAZING finale to possibly the BEST trilogy of all time!,1
Kieslowski never ceases to amaze me.,1
He is one of my favourite directors and one of the most talented directors in the history of cinema.,1
His use of the colours of the French flag in the three films was nothing short of incredible every shot every scene was like a work of art.,1
Three of the most visually appealing movies i've ever seen.,1
And his subtle connections between the three films are awesome.,1
I have to mention this and it is a huge SPOILER i loved the ending how all the characters of the three films were the remaining survivors of the ferry disaster with Valentine and the young judge together and the old man watching it on her TV solidifying his happiness over the suffering which he dealt with for those many years.,1
I couldn't think of a better way to end the film but a smile on my face great way to wrap up an amazing film and trilogy!,1
I recommend this for EVERYONE who loves film movies anything...A Work of Art!,1
10 out of 10 for both the movie and trilogy.,1
I literally vomited while watching this film.,0
I think i was one of the people who found this another one of roth's pearls.,1
his performance as awarded was stunning.,1
the story which was told so eloquently by Francis ford Coppola 25 years earlier really unfolds gradually and leaves room for the characters to develop.,1
In a most wonderful location lies a story of contrast.,1
All in all a beautiful directed film from Nicola's roeg wih a sublime cast.,1
I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.,0
But when someone strives for greatness and poetry but delivers a muddled (and often ridiculous) story a bunch of disparate scenes pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as pretentious crap"".",0
1135,To those who find this movie intelligent or even masterful I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .,0
1136,One more thing: I can tolerate political incorrectness very well I'm all for artistic freedom and suspension of disbelief but the Slavic female character was just too much.,0
1137,This is such a fun and funny movie.,1
